sample_id,project_type,device_name,voltage_level,device_model,asset_id,device_type,problem_reason,event_time,problem_stage,supervision_stage,rule_level,problem_level,text,is_quality_issue,specialty,root_cause_analysis,supervision_opinion,resolved_time,actual_fix,rule_name,stage_name,stage_link,clause_no,checkpoint_no,checkpoint_text,source_unit,data_source,label
real_v1_000045,新建,,交流110kV,,,物理杆,工程设计,2025-10-14,工程设计,工程设计,较大,较大,设计的新#8-新#9塔跨越山涧，与边坡安全距离不足,否,电气设备性能,设计阶段未考虑山涧大跨越段导线下垂问题,联系福州电力设计院有限公司修改设计方案，修正弧垂,1900-01-01,,导、地线全过程技术监督实施细则,工程设计,工程设计,2.3,2.3.2,2.3.2 导线对地面的最小距离，以及与山坡、峭壁、岩石之间的最小净空距离在最大计算弧垂与最大计算风偏的情况下的最小净空距离应符合规定数值（见附表1）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000046,新建,,交流110kV,,,导线,工程设计,2025-10-14,工程设计,工程设计,较大,较大,设计的新#7-新#8塔跨越居民区，建议修改路径,否,电气设备性能,民房悉新建，设计后现场发生变化,联系福州电力设计院有限公司修改设计方案，调整线路路径,1900-01-01,,导、地线全过程技术监督实施细则,工程设计,工程设计,2.3,2.3.3,2.3.3 输电线路不应跨越屋顶为可燃材料的建筑物。导线与建筑物之间的距离在最大计算弧垂、最大计算风偏以及无风情况下导线与建筑物最小水平或垂直距离应符合规定数值（见附表1）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000047,新建,,交流110kV,,,导线,工程设计,2025-10-14,工程设计,工程设计,一般,一般,设计方案中，新#2-#3段导地线与下方配网10kV线路距离不足,否,电气设备性能,,联系福州电力设计院有限公司修改设计方案，调整导线弧垂,1900-01-01,,导、地线全过程技术监督实施细则,工程设计,工程设计,2.3,2.3.1,2.3.1 导线对地面、建筑物、树木、铁路、道路、河流、管道、索道及各种架空线路的距离，应根据导线运行温度40℃（若导线按允许温度80℃设计时，导线运行温度取50℃）情况或覆冰无风情况求得的最大弧垂计算垂直距离，根据最大风情况或覆冰情况求得的最大风偏进行风偏校验。重覆冰区的线路，还应计算导线不均匀覆冰和验算覆冰情况下的弧垂增大。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000048,新建,10kV框架式并联电容器成套装置,交流110kV,,,电力电容器,设备调试,2025-10-13,设备调试,安装调试,较大,较大,未见10kV电容器Ⅰ组放电线圈交接试验报告。,否,电气设备性能,放电线圈试验报告缺漏，电容器放电线圈试验要求落实不到位。,补充提供10kV电容器Ⅰ组放电线圈交接试验报告。,2025-10-17,已补充提供10kV电容器Ⅰ组放电线圈交接试验报告，做好过程跟踪监督管控,电容器全过程技术监督实施细则,设备调试,安装调试,7.3,7.3.1,7.3.1 放电线圈交接试验报告应合格、齐全。其中：放电线圈绝缘电阻： （1）一次绕组对二次绕组、铁芯和外壳的绝缘电阻不小于1000MΩ； （2）二次绕组对铁芯和外壳的绝缘电阻不小于500MΩ。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000049,新建,,交流110kV,,,物理杆,工程设计,2025-10-14,工程设计,工程设计,较大,较大,新设计杆塔位于鸟害高发区，建议加装防鸟刺,否,电气设备性能,设计阶段未考虑鸟害环境,联系福州电力设计院有限公司修改设计方案，加装防鸟刺,1900-01-01,,输电杆塔全过程技术监督实施细则,工程设计,工程设计,2.4,2.4.2,2.4.2 66～500kV新建线路设计时应结合涉鸟故障风险分布图，对于鸟害多发区应采取有效的防鸟措施。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000050,新建,,交流110kV,,,绝缘子,工程设计,2025-10-14,工程设计,工程设计,较大,较大,新设计杆塔新#3-#4塔跨越公路，建议使用双串耐张绝缘子串,否,电气设备性能,设计阶段未考虑跨越公路的问题,联系福州电力设计院有限公司修改设计方案，采用双串耐张绝缘子串,1900-01-01,,绝缘子全过程技术监督实施细则,工程设计,工程设计,2.5,2.5.1,2.5.1 跨越110kV（66kV）及以上线路、铁路和等级公路、通航河流及居民区等，直线塔悬垂串应采用双联结构，宜采用双挂点，且单联应满足断联工况荷载的要求。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000051,新建,35kV避雷器,交流110kV,YH10W1-51/134,013010000000000078567198,避雷器,设备调试,2025-10-13,设备调试,安装调试,较大,较大,未见#2主变35kV侧避雷器放电计数器动作试验报告。,否,电气设备性能,避雷器放电计数器检测记录缺漏，放电计数器动作试验要求落实不到位。,补充开展#2主变35kV侧避雷器放电计数器动作试验，并提供试验报告。,2025-10-17,已补充开展#2主变35kV侧避雷器放电计数器动作试验，并提供试验报告，做好过程跟踪监督管控。,避雷器全过程技术监督实施细则,设备调试,安装调试,6.4,6.4.1,6.4.1 放电计数器动作应可靠。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000052,新建,,交流110kV,,,绝缘子,工程设计,2025-10-14,工程设计,工程设计,较大,较大,新设计杆塔新#2塔周边风力较大，需安装双串防风偏绝缘子,否,电气设备性能,设计阶段未考虑短时大风力条件，未使用双串防风偏绝缘子,联系福州电力设计院有限公司修改方案，使用双串防风偏绝缘子,1900-01-01,,导、地线全过程技术监督实施细则,工程设计,工程设计,2.7,2.7.4,2.7.4在2级和3级舞动区，应在导线、绝缘子、金具设计、杆塔加强、螺栓防松、加装防舞装置等方面采取综合措施。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000053,新建,,交流110kV,,,绝缘子,工程设计,2025-10-14,工程设计,工程设计,一般,一般,新设计杆塔处于鸟害频发区，绝缘子建议加装防鸟罩,否,电气设备性能,,联系福州电力设计院有限公司修改方案，增加防鸟罩,1900-01-01,,绝缘子全过程技术监督实施细则,工程设计,工程设计,2.4,2.4.1,2.4.1 鸟害多发区，66～500kV 新建线路设计时应结合涉鸟故障风险分布图，对于鸟害多发区应采取有效的防鸟措施。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000054,新建,,交流110kV,,,物理杆,工程设计,2025-10-14,工程设计,工程设计,较大,较大,新设计杆塔新#7塔存在滑坡风险，需修筑排水沟,否,电气设备性能,设计阶段未考虑杆塔滑坡风险,联系福州电力设计院有限公司修改设计方案，修筑排水沟,1900-01-01,,线路基础全过程技术监督实施细则,工程设计,工程设计,2.1,2.1.5,2.1.5 线路设计时应避让可能引起杆塔倾斜和沉降的崩塌、滑坡、泥石流、岩溶塌陷、地裂缝等不良地质灾害区；宜避让采动影响区，无法避让时，应进行稳定性评估，合理选择基础型式。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000055,新建,35kV高压开关柜,交流110kV,,,开关柜,设备调试,2025-10-13,设备调试,安装调试,一般,一般,未见35kV备用Ⅱ线376开关行程曲线测试报告。,否,电气设备性能,,补充开展35kV备用Ⅱ线376开关行程曲线测试，并提供试验报告。,2025-10-17,已补充开展35kV备用Ⅱ线376开关行程曲线测试，并提供试验报告。,开关柜全过程技术监督实施细则,设备调试,安装调试,7.3,7.3.1,7.3.1 断路器交接试验中，应进行行程曲线测试，并同时测量分/合闸线圈电流波形。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000056,新建,,交流110kV,,,物理杆,工程设计,2025-10-14,工程设计,工程设计,较大,较大,新设计杆塔新#6塔位于山坡面，建议采用高低塔腿立塔,否,电气设备性能,设计阶段未考虑坡度相关要求,联系福州电力设计院有限公司修改设计方案，新#6塔采用高低塔腿,1900-01-01,,输电杆塔全过程技术监督实施细则,工程设计,工程设计,2.4,2.4.1,2.4.1 对于山区线路杆塔，应依据地形特点，配合不等高基础，采用全方位长短腿结构形式。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000057,新建,,交流110kV,,,物理杆,工程设计,2025-10-14,工程设计,工程设计,较大,较大,新设计杆塔新#5-新#6塔边坡存在速生林，建议加高杆塔高度,否,电气设备性能,设计阶段未考虑边坡超高树竹问题,联系福州电力设计院有限公司修改设计方案，加高杆塔呼称高,1900-01-01,,导、地线全过程技术监督实施细则,工程设计,工程设计,2.3,2.3.4,2.3.4 输电线路经过经济作物和集中林区时，导线与树木（考虑自然生长高度）之间的最小垂直距离、导线与树木（公园、绿化区或防护林）之间最大风偏情况下的最小净空距离、导线与果树、经济作物、城市绿化灌木及街道树木之间的最小垂直距离应符合规定数值（见附表1）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000058,新建,#1主变,交流220kV,,,主变压器,设备制造工艺,2025-10-09,竣工验收,竣工验收,一般,一般,#1主变本体铁芯接地线未下引,否,电气设备性能,,应把#1主变本体铁芯接地线下引,2025-10-14,已把#1主变本体铁芯接地线下引,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.1,8.5.1 应将变压器铁心、夹件接地引线分别引至便于测量的适当位置，并在油箱下部分标识，以便在运行时监测接地线中是否有环流。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000059,新建,,交流220kV,,,主变压器,设备制造工艺,2025-10-09,设备采购,设备采购,较大,较大,#1主变部分二次电缆高挂低走，未采取防止雨水顺电缆倒灌的措施,否,电气设备性能,设计人员未按规范要求设计,#1主变二次电缆应该采取防止雨水顺电缆倒灌的措施，应在最低点开排水孔,2025-10-14,#1主变二次电缆已采取防止雨水顺电缆倒灌的措施，已在最低点开排水孔,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备采购,设备采购,3.7,3.7.2,3.7.2 户外布置变压器的气体继电器、油流速动继电器、温度计、油位表应加装防雨罩，压力释放阀等其他组部件应结合地域情况自行规定。加强与其相连的二次电缆结合部的防雨措施，二次电缆应采取防止雨水顺电缆倒灌的措施（如反水弯）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000060,新建,,交流220kV,,,主变压器,设备制造工艺,2025-10-09,设备采购,设备采购,较大,较大,#1主变集气盒未安装在便于取气的位置,否,电气设备性能,设计人员未按规范要求设计,#1主变集气盒应安装在便于取气的位置,2025-10-14,#1主变集气盒已安装在便于取气的位置,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备采购,设备采购,3.7,3.7.3,3.7.3 油灭弧有载分接开关应选用油流速动继电器，不应采用具有气体报警（轻瓦斯）功能的气体继电器；真空灭弧有载分接开关应选用具有油流速动、气体报警（轻瓦斯）功能的气体继电器。新安装的真空灭弧有载分接开关，宜选用具有集气盒的气体继电器。集气盒应安装在便于取气的位置。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000061,新建,,交流220kV,,,主变压器,设备制造工艺,2025-10-09,设备采购,设备采购,较大,较大,#1主变绝缘油色谱在线监测取样口未设置在循环油回路上,否,电气设备性能,现场施工人员安装不规范,#1主变绝缘油色谱在线监测取样口应设置在循环油回路上,2025-10-14,#1主变绝缘油色谱在线监测取样口已设置在循环油回路上,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备采购,设备采购,3.8,3.8.2,3.8.2 绝缘油色谱在线监测取样口应设置在循环油回路上。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000062,新建,,交流220kV,,,主变压器,设备制造工艺,2025-10-09,设备采购,设备采购,较大,较大,#1主变排油及注氮阀动作线圈功率不符合功率应大于220V*6A(DC)的要求,否,电气设备性能,设计人员未按规范要求设计,#1主变应更换排油及注氮阀动作线圈，其功率应大于220V*6A(DC),2025-10-14,#1主变已更换排油及注氮阀动作线圈，符合功率应大于220V*6A(DC)的要求,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备采购,设备采购,3.10,3.10.1,3.10.1 排油注氮灭火系统装置动作逻辑关系应满足本体重瓦斯保护、主变压器断路器跳闸、油箱超压开关(火灾探测器)同时动作才能启动排油充氮保护；排油注氮启动（触发）功率应大于 220V*5A(DC)；排油及注氮阀动作线圈功率应大于220V*6A(DC)；注氮阀与排油阀间应设有机械连锁阀门。装有排油注氮装置的变压器本体储油柜与气体继电器间应增设断流阀。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
